"","word","Life and Times (1881)","My Bondage (1855)","Narrative Life (1845)","Travel Diary","sum_word_counts"
"20129","patrons",1,0,0,0,1
"20130","patton",1,0,0,0,1
"20131","paul’s",1,0,0,0,1
"20132","pauls",0,0,0,1,1
"20133","pawtucket",1,0,0,0,1
"20134","paymy",1,0,0,0,1
"20135","payne",1,0,0,0,1
"20136","payoff",1,0,0,0,1
"20137","pazzuoli",0,0,0,1,1
"20138","pea",0,1,0,0,1
"20139","peabody",1,0,0,0,1
"20140","peace.here",1,0,0,0,1
"20141","peace.it",1,0,0,0,1
"20142","peace.the",1,0,0,0,1
"20143","peaceand",1,0,0,0,1
"20144","peacefully",0,0,0,1,1
"20145","peacemakers",1,0,0,0,1
"20146","peachy",0,1,0,0,1
"20147","peakers",0,1,0,0,1
"20148","peal",0,1,0,0,1
"20149","pearl",0,1,0,0,1
"20150","pears",0,1,0,0,1
"20151","peasing",0,0,0,1,1
"20152","pecking",1,0,0,0,1
"20153","peculiarlywoman’s",1,0,0,0,1
"20154","pecuniarily",1,0,0,0,1
"20155","pecuniaryadvantage",1,0,0,0,1
"20156","pedestal",0,0,0,1,1
"20157","peeled",0,1,0,0,1
"20158","peeping",0,0,0,1,1
"20159","peicer",0,0,0,1,1
"20160","pelicans",0,0,0,1,1
"20161","penaltiesimposed",1,0,0,0,1
"20162","pence",0,1,0,0,1
"20163","pencels",0,0,0,1,1
"20164","pendleton",1,0,0,0,1
"20165","penetrating",0,1,0,0,1
"20166","peninsuladisasters",1,0,0,0,1
"20167","penned",0,1,0,0,1
"20168","pennsylvaniato",1,0,0,0,1
"20169","penny",0,1,0,0,1
"20170","pent",0,1,0,0,1
"20171","people’s",0,0,1,0,1
"20172","peopleand",1,0,0,0,1
"20173","peopleattended",1,0,0,0,1
"20174","peoplecame",1,0,0,0,1
"20175","peoplehave",1,0,0,0,1
"20176","peoples",0,0,0,1,1
"20177","peoplesaid",1,0,0,0,1
"20178","peoplethemselves",1,0,0,0,1
"20179","peoplewere",1,0,0,0,1
"20180","peoture",0,0,0,1,1
"20181","per",0,0,0,1,1
"20182","perambulate",0,1,0,0,1
"20183","perceiving",0,0,0,1,1
"20184","perdition",0,0,1,0,1
"20185","peremptory",0,1,0,0,1
"20186","perfectthat",1,0,0,0,1
"20187","perfidious",1,0,0,0,1
"20188","perforce",0,1,0,0,1
"20189","performer",0,1,0,0,1
"20190","performerimprovised",1,0,0,0,1
"20191","performinga",1,0,0,0,1
"20192","perhapsbe",1,0,0,0,1
"20193","perhapsit",1,0,0,0,1
"20194","perhapsmore",1,0,0,0,1
"20195","periodically",0,1,0,0,1
"20196","periodof",1,0,0,0,1
"20197","periods",0,0,0,1,1
"20198","periodsthe",1,0,0,0,1
"20199","perjury",1,0,0,0,1
"20200","permeated",1,0,0,0,1
"20201","permiss",0,0,0,1,1
"20202","permittedalabamas",1,0,0,0,1
"20203","permittedto",1,0,0,0,1
"20204","permitting",0,1,0,0,1
"20205","perpetuatea",1,0,0,0,1
"20206","perplexingquestions",1,0,0,0,1
"20207","perplexity",0,1,0,0,1
"20208","persecutors",0,1,0,0,1
"20209","persians",0,0,0,1,1
"20210","person’s",0,1,0,0,1
"20211","personages",0,0,0,1,1
"20212","personating",1,0,0,0,1
"20213","personify",0,0,0,1,1
"20214","persons.they",1,0,0,0,1
"20215","personsfrom",1,0,0,0,1
"20216","personsof",1,0,0,0,1
"20217","personsshould",1,0,0,0,1
"20218","persuading",1,0,0,0,1
"20219","peruse",0,0,1,0,1
"20220","perused",0,1,0,0,1
"20221","perusing",0,1,0,0,1
"20222","pervading",1,0,0,0,1
"20223","perverse",1,0,0,0,1
"20224","perversion",1,0,0,0,1
"20225","pervert",1,0,0,0,1
"20226","perweek",1,0,0,0,1
"20227","pest",0,1,0,0,1
"20228","pestilenceon",1,0,0,0,1
"20229","pests",0,1,0,0,1
"20230","peterboro",1,0,0,0,1
"20231","petitioners",0,1,0,0,1
"20232","petitionto",1,0,0,0,1
"20233","petrified",0,1,0,0,1
"20234","petro",0,0,0,1,1
"20235","petulance",0,1,0,0,1
"20236","petulence",1,0,0,0,1
"20237","phaeton",1,0,0,0,1
"20238","phalanx",1,0,0,0,1
"20239","phantoms",0,1,0,0,1
"20240","phantomswhich",1,0,0,0,1
"20241","pharaohs",0,0,0,1,1
"20242","pharisaical",0,0,1,0,1
"20243","pharoahs",0,0,0,1,1
"20244","phebe",1,0,0,0,1
"20245","philadelphia.great",1,0,0,0,1
"20246","philadelphia.the",1,0,0,0,1
"20247","philadelphiasteamers",1,0,0,0,1
"20248","philanthropy",1,0,0,0,1
"20249","phillip",1,0,0,0,1
"20250","phillipsthought",1,0,0,0,1
"20251","philosophicaldiscussion",1,0,0,0,1
"20252","philosophicalin",1,0,0,0,1
"20253","philosophically",1,0,0,0,1
"20254","philosophize",0,1,0,0,1
"20255","phip",0,1,0,0,1
"20256","phonography",1,0,0,0,1
"20257","phraseology",1,0,0,0,1
"20258","phrenology",1,0,0,0,1
"20259","physicalperfections",1,0,0,0,1
"20260","physicalstrength",1,0,0,0,1
"20261","physician",0,1,0,0,1
"20262","physiologists",0,1,0,0,1
"20263","pickering",0,1,0,0,1
"20264","picturing",1,0,0,0,1
"20265","piecefor",1,0,0,0,1
"20266","piercingcries",1,0,0,0,1
"20267","piety.my",1,0,0,0,1
"20268","piledby",1,0,0,0,1
"20269","pileof",1,0,0,0,1
"20270","piles",0,0,0,1,1
"20271","pilgrims",0,0,1,0,1
"20272","pillarswithout",1,0,0,0,1
"20273","pillory",0,1,0,0,1
"20274","pills",0,1,0,0,1
"20275","pillsburywould",1,0,0,0,1
"20276","pilot",0,0,0,1,1
"20277","pilots",0,0,0,1,1
"20278","pinches",0,1,0,0,1
"20279","pinching",0,1,0,0,1
"20280","pinchingfrost",1,0,0,0,1
"20281","pinchings",0,1,0,0,1
"20282","pincian",0,0,0,1,1
"20283","pined",0,1,0,0,1
"20284","pineforest",1,0,0,0,1
"20285","pines",0,0,0,1,1
"20286","pinhook",0,1,0,0,1
"20287","pining",0,1,0,0,1
"20288","piningunder",1,0,0,0,1
"20289","pintor",0,0,0,1,1
"20290","pioneer",1,0,0,0,1
"20291","pioneers",1,0,0,0,1
"20292","piously",1,0,0,0,1
"20293","pipes",0,0,0,1,1
"20294","piratical",1,0,0,0,1
"20295","pistol’s",0,1,0,0,1
"20296","pistolsand",1,0,0,0,1
"20297","pitiful",0,0,0,1,1
"20298","pitiless",0,0,1,0,1
"20299","pitilesspinchings",1,0,0,0,1
"20300","pitts",0,0,0,1,1
"20301","pittsburg",1,0,0,0,1
"20302","pitytowards",1,0,0,0,1
"20303","pius",0,0,0,1,1
"20304","place.for",1,0,0,0,1
"20305","place.he",1,0,0,0,1
"20306","place.here",1,0,0,0,1
"20307","place.his",1,0,0,0,1
"20308","place.i",1,0,0,0,1
"20309","place.on",1,0,0,0,1
"20310","place.one",1,0,0,0,1
"20311","placebut",1,0,0,0,1
"20312","placedwhere",1,0,0,0,1
"20313","placefor",1,0,0,0,1
"20314","placelike",1,0,0,0,1
"20315","placeof",1,0,0,0,1
"20316","placesin",1,0,0,0,1
"20317","placesof",1,0,0,0,1
"20318","placeswere",1,0,0,0,1
"20319","placethe",1,0,0,0,1
"20320","placewas",1,0,0,0,1
"20321","placid",0,1,0,0,1
"20322","plainer",1,0,0,0,1
"20323","plainest",1,0,0,0,1
"20324","plainlyquite",1,0,0,0,1
"20325","plainness",1,0,0,0,1
"20326","plaited",0,1,0,0,1
"20327","plancould",1,0,0,0,1
"20328","plane",1,0,0,0,1
"20329","planed",1,0,0,0,1
"20330","planet",1,0,0,0,1
"20331","plansof",1,0,0,0,1
"20332","plantationand",1,0,0,0,1
"20333","plantationof",1,0,0,0,1
"20334","plantationscurf",1,0,0,0,1
"20335","planteda",1,0,0,0,1
"20336","plantingtime",1,0,0,0,1
"20337","planto",1,0,0,0,1
"20338","plants",0,1,0,0,1
"20339","plate",1,0,0,0,1
"20340","platformon",1,0,0,0,1
"20341","plato",0,0,0,1,1
"20342","platter",0,0,1,0,1
"20343","plaudits",1,0,0,0,1
"20344","plausibility",0,1,0,0,1
"20345","plausibilty",0,1,0,0,1
"20346","playedso",1,0,0,0,1
"20347","playingabout",1,0,0,0,1
"20348","playmatesfor",1,0,0,0,1
"20349","pleads",0,1,0,0,1
"20350","pleain",1,0,0,0,1
"20351","pleaof",1,0,0,0,1
"20352","pleasantconversation",1,0,0,0,1
"20353","pleasantly",0,0,0,1,1
"20354","pleasantry",0,1,0,0,1
"20355","pleasantsunday",1,0,0,0,1
"20356","please",0,0,0,1,1
"20357","pleasedthat",1,0,0,0,1
"20358","pleasedto",1,0,0,0,1
"20359","pleaseor",1,0,0,0,1
"20360","pleasurable",0,0,1,0,1
"20361","pleasureand",1,0,0,0,1
"20362","plebeian",1,0,0,0,1
"20363","pledging",0,0,1,0,1
"20364","plies",0,0,0,1,1
"20365","plotted",0,1,0,0,1
"20366","plough",0,0,1,0,1
"20367","plume_",1,0,0,0,1
"20368","plunderingthe",1,0,0,0,1
"20369","plymouth",1,0,0,0,1
"20370","pocketknife",0,0,1,0,1
"20371","poem",1,0,0,0,1
"20372","poetry",1,0,0,0,1
"20373","pointillustrated",1,0,0,0,1
"20374","pointingher",1,0,0,0,1
"20375","pointof",1,0,0,0,1
"20376","pointwhere",1,0,0,0,1
"20377","poisoned",1,0,0,0,1
"20378","poisonof",1,0,0,0,1
"20379","poisonous",1,0,0,0,1
"20380","poking",0,1,0,0,1
"20381","poles",1,0,0,0,1
"20382","policemen",1,0,0,0,1
"20383","policyi",1,0,0,0,1
"20384","policyof",1,0,0,0,1
"20385","polish",0,1,0,0,1
"20386","politely",0,0,0,1,1
"20387","politic",1,0,0,0,1
"20388","politicalcareer",1,0,0,0,1
"20389","politicalenemies",1,0,0,0,1
"20390","politicians",1,0,0,0,1
"20391","polluting",0,1,0,0,1
"20392","pomeroy",1,0,0,0,1
"20393","pomeroy.the",1,0,0,0,1
"20394","pompei",0,0,0,1,1
"20395","pompeys",0,0,0,1,1
"20396","pompians",0,0,0,1,1
"20397","pondered",0,1,0,0,1
"20398","poorfellow",1,0,0,0,1
"20399","poorlady",1,0,0,0,1
"20400","poorwhite",1,0,0,0,1
"20401","poorwoman",1,0,0,0,1
"20402","poppie",1,0,0,0,1
"20403","popularcommander",1,0,0,0,1
"20404","populardispleasure",1,0,0,0,1
"20405","popularheart",1,0,0,0,1
"20406","populousand",1,0,0,0,1
"20407","porphose",0,0,0,1,1
"20408","porterand",1,0,0,0,1
"20409","portia",0,0,0,1,1
"20410","portionof",1,0,0,0,1
"20411","portland",1,0,0,0,1
"20412","posibility",0,1,0,0,1
"20413","position.one",1,0,0,0,1
"20414","positions.in",1,0,0,0,1
"20415","positionvanished",1,0,0,0,1
"20416","positivelaw",1,0,0,0,1
"20417","positiveness",0,1,0,0,1
"20418","possessedthe",1,0,0,0,1
"20419","possesses",1,0,0,0,1
"20420","possessesthe",1,0,0,0,1
"20421","possessionof",1,0,0,0,1
"20422","possessive",0,1,0,0,1
"20423","possiblei",1,0,0,0,1
"20424","possiblemeans",1,0,0,0,1
"20425","possiblethat",1,0,0,0,1
"20426","possiblething",1,0,0,0,1
"20427","post_",1,0,0,0,1
"20428","posterity",1,0,0,0,1
"20429","postpone",1,0,0,0,1
"20430","postseighteen",1,0,0,0,1
"20431","posturing",0,0,0,1,1
"20432","potato",0,1,0,0,1
"20433","potency",0,1,0,0,1
"20434","potentate",1,0,0,0,1
"20435","potpie",0,1,0,0,1
"20436","pounced",1,0,0,0,1
"20437","pounded",0,1,0,0,1
"20438","poundedby",1,0,0,0,1
"20439","pourout",1,0,0,0,1
"20440","pours",0,1,0,0,1
"20441","povertykept",1,0,0,0,1
"20442","powder",1,0,0,0,1
"20443","powders",0,1,0,0,1
"20444","powell",1,0,0,0,1
"20445","power.he",1,0,0,0,1
"20446","power.this",1,0,0,0,1
"20447","powerfor",1,0,0,0,1
"20448","powerfulspeeches",1,0,0,0,1
"20449","powerfulwoman",1,0,0,0,1
"20450","powerlessness",0,1,0,0,1
"20451","powers.for",1,0,0,0,1
"20452","pox",1,0,0,0,1
"20453","practicable",0,1,0,0,1
"20454","practice.when",1,0,0,0,1
"20455","practicehad",1,0,0,0,1
"20456","practiceof",1,0,0,0,1
"20457","practise",0,0,1,0,1
"20458","pratt",0,1,0,0,1
"20459","prayer_",0,1,0,0,1
"20460","prayersand",1,0,0,0,1
"20461","prayes",0,0,0,1,1
"20462","prayingfor",1,0,0,0,1
"20463","pre",0,1,0,0,1
"20464","precautions",0,1,0,0,1
"20465","precede",0,1,0,0,1
"20466","precedence",0,1,0,0,1
"20467","precedingnights",1,0,0,0,1
"20468","precept",0,1,0,0,1
"20469","preciousforever.fellow",1,0,0,0,1
"20470","preciselyas",1,0,0,0,1
"20471","preclude",1,0,0,0,1
"20472","precludes",0,1,0,0,1
"20473","prediction",1,0,0,0,1
"20474","predictions",0,1,0,0,1
"20475","predominate",0,1,0,0,1
"20476","predominates",0,1,0,0,1
"20477","preëminence",1,0,0,0,1
"20478","preeminently",0,1,0,0,1
"20479","preest",0,0,0,1,1
"20480","preferring_liberty_",1,0,0,0,1
"20481","prefixes",1,0,0,0,1
"20482","pregnable",0,1,0,0,1
"20483","prejudiceagainst",1,0,0,0,1
"20484","prejudiced",0,1,0,0,1
"20485","prejudices.in",1,0,0,0,1
"20486","prejudiceunpopular",1,0,0,0,1
"20487","premaere",0,0,0,1,1
"20488","premium",1,0,0,0,1
"20489","preparedfor",1,0,0,0,1
"20490","prepares",1,0,0,0,1
"20491","preponderate",1,0,0,0,1
"20492","prequalial",0,0,0,1,1
"20493","prerogative",0,1,0,0,1
"20494","pres",1,0,0,0,1
"20495","presbyteran",0,0,0,1,1
"20496","presbyterianchurch",1,0,0,0,1
"20497","presedent",0,0,0,1,1
"20498","presenceof",1,0,0,0,1
"20499","presentationof",1,0,0,0,1
"20500","presentfavorable",1,0,0,0,1
"20501","presentin",1,0,0,0,1
"20502","presentinghim",1,0,0,0,1
"20503","presentminister",1,0,0,0,1
"20504","preservingany",1,0,0,0,1
"20505","preseveres",0,1,0,0,1
"20506","presidency.so",1,0,0,0,1
"20507","president_",1,0,0,0,1
"20508","president.there",1,0,0,0,1
"20509","president’s",1,0,0,0,1
"20510","presidentall",1,0,0,0,1
"20511","presidentand",1,0,0,0,1
"20512","presidentdeclared",1,0,0,0,1
"20513","presidentgrant’s",1,0,0,0,1
"20514","presidentialchair",1,0,0,0,1
"20515","presidentialoffice",1,0,0,0,1
"20516","presidentof",1,0,0,0,1
"20517","presidents",1,0,0,0,1
"20518","presidentto",1,0,0,0,1
"20519","presiding",0,1,0,0,1
"20520","presidingelder",1,0,0,0,1
"20521","press.the",1,0,0,0,1
"20522","pressinginvitation",1,0,0,0,1
"20523","presstook",1,0,0,0,1
"20524","prestige",1,0,0,0,1
"20525","preston",1,0,0,0,1
"20526","prests",0,0,0,1,1
"20527","presumptions",1,0,0,0,1
"20528","pretence",0,0,1,0,1
"20529","pretend",1,0,0,0,1
"20530","pretenders",0,1,0,0,1
"20531","pretendersto",1,0,0,0,1
"20532","pretending",0,0,0,1,1
"20533","prettyclearly",1,0,0,0,1
"20534","prettyclosely",1,0,0,0,1
"20535","prettygeneral",1,0,0,0,1
"20536","prettygenerally",1,0,0,0,1
"20537","prettylargely",1,0,0,0,1
"20538","prettyroughly",1,0,0,0,1
"20539","prevailed_mostly_",1,0,0,0,1
"20540","prevailedin",1,0,0,0,1
"20541","prevails",0,1,0,0,1
"20542","prevalenceof",1,0,0,0,1
"20543","prevalent",0,1,0,0,1
"20544","prevalentcalhoun",1,0,0,0,1
"20545","prevalentin",1,0,0,0,1
"20546","prevention",0,1,0,0,1
"20547","preventive",1,0,0,0,1
"20548","preventthe",1,0,0,0,1
"20549","prichard’s",1,0,0,0,1
"20550","pride.with",1,0,0,0,1
"20551","prideand",1,0,0,0,1
"20552","priestcraft",0,1,0,0,1
"20553","priestcraft.it",1,0,0,0,1
"20554","priestess",0,1,0,0,1
"20555","priesthood",0,1,0,0,1
"20556","primeminister",1,0,0,0,1
"20557","primitive",0,1,0,0,1
"20558","prince’s",0,1,0,0,1
"20559","princely",1,0,0,0,1
"20560","principalities",1,0,0,0,1
"20561","principledirecting",1,0,0,0,1
"20562","principleof",1,0,0,0,1
"20563","principlesand",1,0,0,0,1
"20564","principlesby",1,0,0,0,1
"20565","principlesdeemed",1,0,0,0,1
"20566","printers",1,0,0,0,1
"20567","printingpress",1,0,0,0,1
"20568","priorto",1,0,0,0,1
"20569","prison.but",1,0,0,0,1
"20570","prison.the",1,0,0,0,1
"20571","prisonersat",1,0,0,0,1
"20572","pritchard’s",1,0,0,0,1
"20573","privationby",1,0,0,0,1
"20574","priveleged",0,0,0,1,1
"20575","privilegedmen",1,0,0,0,1
"20576","probabably",0,0,0,1,1
"20577","probabilityof",1,0,0,0,1
"20578","probablythought",1,0,0,0,1
"20579","probation",1,0,0,0,1
"20580","proceededagainst",1,0,0,0,1
"20581","proceededunder",1,0,0,0,1
"20582","proceedings.indeed",1,0,0,0,1
"20583","proceedingsattracted",1,0,0,0,1
"20584","proceeds",1,0,0,0,1
"20585","procession.i",1,0,0,0,1
"20586","processionas",1,0,0,0,1
"20587","proclaiming",0,0,0,1,1
"20588","proclamationof",1,0,0,0,1
"20589","proclivity",0,1,0,0,1
"20590","procrastination",1,0,0,0,1
"20591","procured",1,0,0,0,1
"20592","prodigious",1,0,0,0,1
"20593","producea",1,0,0,0,1
"20594","producedon",1,0,0,0,1
"20595","produces",0,1,0,0,1
"20596","producing",0,0,1,0,1
"20597","productions",1,0,0,0,1
"20598","prof.john",1,0,0,0,1
"20599","profess",0,1,0,0,1
"20600","professed.may",1,0,0,0,1
"20601","professedly_christian_",1,0,0,0,1
"20602","professes",1,0,0,0,1
"20603","professors",0,1,0,0,1
"20604","professorsand",1,0,0,0,1
"20605","profile",0,1,0,0,1
"20606","profoundest",1,0,0,0,1
"20607","progress.fellow",1,0,0,0,1
"20608","progressthan",1,0,0,0,1
"20609","prohibiting",1,0,0,0,1
"20610","prolic",0,0,0,1,1
"20611","prolific",1,0,0,0,1
"20612","prolonged",0,0,1,0,1
"20613","promenading",0,0,0,1,1
"20614","promenently",0,0,0,1,1
"20615","prominencein",1,0,0,0,1
"20616","prominentchin",1,0,0,0,1
"20617","prominently",1,0,0,0,1
"20618","promisedto",1,0,0,0,1
"20619","promising",0,1,0,0,1
"20620","promisingthat",1,0,0,0,1
"20621","promotethe",1,0,0,0,1
"20622","promotingit",1,0,0,0,1
"20623","promptings",1,0,0,0,1
"20624","promptitude",0,1,0,0,1
"20625","promptlyexposed",1,0,0,0,1
"20626","promptlywithheld",1,0,0,0,1
"20627","prompts",0,1,0,0,1
"20628","promulged",0,1,0,0,1
"20629","pronouncing",0,0,1,0,1
"20630","proofwould",1,0,0,0,1
"20631","prop",1,0,0,0,1
"20632","propagandist",0,1,0,0,1
"20633","propagandists",1,0,0,0,1
"20634","propagation",1,0,0,0,1
"20635","properceremony",1,0,0,0,1
"20636","properdistance",1,0,0,0,1
"20637","properindustry",1,0,0,0,1
"20638","properlyhe",1,0,0,0,1
"20639","properrules",1,0,0,0,1
"20640","property_",1,0,0,0,1
"20641","propertylikely",1,0,0,0,1
"20642","propertyof",1,0,0,0,1
"20643","prophecies",0,1,0,0,1
"20644","prophecyof",1,0,0,0,1
"20645","prophert",0,0,0,1,1
"20646","prophesies",1,0,0,0,1
"20647","prophetic",1,0,0,0,1
"20648","prophetupon",1,0,0,0,1
"20649","propitiate",1,0,0,0,1
"20650","proportionate",1,0,0,0,1
"20651","proportionately",0,1,0,0,1
"20652","proportionatelyincreased",1,0,0,0,1
"20653","proportionto",1,0,0,0,1
"20654","proposedconventions",1,0,0,0,1
"20655","proposedhis",1,0,0,0,1
"20656","proposing",0,1,0,0,1
"20657","proprietors",1,0,0,0,1
"20658","prosecuting",1,0,0,0,1
"20659","proselyte",0,0,1,0,1
"20660","proselytes",0,0,1,0,1
"20661","prospectof",1,0,0,0,1
"20662","prospectwas",1,0,0,0,1
"20663","prosper",1,0,0,0,1
"20664","prosperity.they",1,0,0,0,1
"20665","prostitution",0,0,1,0,1
"20666","protectedit",1,0,0,0,1
"20667","protectingwing",1,0,0,0,1
"20668","protectionfrom",1,0,0,0,1
"20669","protectionist",1,0,0,0,1
"20670","protectionists",0,1,0,0,1
"20671","protections_",1,0,0,0,1
"20672","protest",1,0,0,0,1
"20673","protestants",1,0,0,0,1
"20674","protestsof",1,0,0,0,1
"20675","protract",1,0,0,0,1
"20676","protracting",1,0,0,0,1
"20677","prots",0,0,0,1,1
"20678","proudest",0,0,0,1,1
"20679","proved.after",1,0,0,0,1
"20680","provedas",1,0,0,0,1
"20681","provedthemselves",1,0,0,0,1
"20682","provefatal",1,0,0,0,1
"20683","proverb.outside",1,0,0,0,1
"20684","provideda",1,0,0,0,1
"20685","providedwith",1,0,0,0,1
"20686","providemeans",1,0,0,0,1
"20687","provident",0,1,0,0,1
"20688","province",0,1,0,0,1
"20689","provisionsor",1,0,0,0,1
"20690","provokedsomething",1,0,0,0,1
"20691","provokehim",1,0,0,0,1
"20692","provoking",0,1,0,0,1
"20693","prow",0,0,0,1,1
"20694","prowling",1,0,0,0,1
"20695","psychological",0,1,0,0,1
"20696","publicationat",1,0,0,0,1
"20697","publicationsof",1,0,0,0,1
"20698","publicmeeting",1,0,0,0,1
"20699","publicmen",1,0,0,0,1
"20700","publicmind",1,0,0,0,1
"20701","publicusefulness",1,0,0,0,1
"20702","publicwhat",1,0,0,0,1
"20703","publishedby",1,0,0,0,1
"20704","publisherof",1,0,0,0,1
"20705","publishes",0,1,0,0,1
"20706","pulses",0,0,1,0,1
"20707","pumps",0,1,0,0,1
"20708","punishedby",1,0,0,0,1
"20709","punishingits",1,0,0,0,1
"20710","pupels",0,0,0,1,1
"20711","pupilage",0,1,0,0,1
"20712","pupils.one",1,0,0,0,1
"20713","purchaseda",1,0,0,0,1
"20714","purer",0,1,0,0,1
"20715","puritan",1,0,0,0,1
"20716","purpose ",0,0,0,1,1
"20717","purposeindicated",1,0,0,0,1
"20718","pushedaside",1,0,0,0,1
"20719","puta",1,0,0,0,1
"20720","putan",1,0,0,0,1
"20721","putbayonets",1,0,0,0,1
"20722","putdown",1,0,0,0,1
"20723","putthe",1,0,0,0,1
"20724","putupon",1,0,0,0,1
"20725","putwet",1,0,0,0,1
"20726","puzzled",0,1,0,0,1
"20727","pyramids",0,0,0,1,1
"20728","pyyramids",0,0,0,1,1
"20729","quaintest",0,0,0,1,1
"20730","quaintold",1,0,0,0,1
"20731","quakerism",1,0,0,0,1
"20732","qualifications",0,1,0,0,1
"20733","qualifying",1,0,0,0,1
"20734","qualitiesthat",1,0,0,0,1
"20735","quanties",0,1,0,0,1
"20736","quantities",1,0,0,0,1
"20737","quarreling",1,0,0,0,1
"20738","quarterand",1,0,0,0,1
"20739","quartered",0,1,0,0,1
"20740","quebec",1,0,0,0,1
"20741","queen’s",1,0,0,0,1
"20742","quest",0,0,1,0,1
"20743","question.the",1,0,0,0,1
"20744","questioncould",1,0,0,0,1
"20745","questionin",1,0,0,0,1
"20746","questioning",0,1,0,0,1
"20747","questionthe",1,0,0,0,1
"20748","questionvirtually",1,0,0,0,1
"20749","quieting",1,0,0,0,1
"20750","quietlyreading",1,0,0,0,1
"20751","quietted",0,0,0,1,1
"20752","quiteabsurd",1,0,0,0,1
"20753","quiteas",1,0,0,0,1
"20754","quitecorrect",1,0,0,0,1
"20755","quitecourageously",1,0,0,0,1
"20756","quitefree",1,0,0,0,1
"20757","quitegood",1,0,0,0,1
"20758","quitemarked",1,0,0,0,1
"20759","quitesure",1,0,0,0,1
"20760","quits",0,1,0,0,1
"20761","quitt",0,0,0,1,1
"20762","quondam",0,1,0,0,1
"20763","quota",1,0,0,0,1
"20764","quotedthese",1,0,0,0,1
"20765","r.giddings",1,0,0,0,1
"20766","race_",0,1,0,0,1
"20767","race.at",1,0,0,0,1
"20768","race.besides",1,0,0,0,1
"20769","race.i",1,0,0,0,1
"20770","raceby",1,0,0,0,1
"20771","raceor",1,0,0,0,1
"20772","racewho",1,0,0,0,1
"20773","racewhose",1,0,0,0,1
"20774","radically",1,0,0,0,1
"20775","rafters",0,1,0,0,1
"20776","rag",0,0,0,1,1
"20777","ragamuffins",1,0,0,0,1
"20778","raging",1,0,0,0,1
"20779","raiders",1,0,0,0,1
"20780","railed",1,0,0,0,1
"20781","railways",1,0,0,0,1
"20782","rainbeating",1,0,0,0,1
"20783","rains",0,1,0,0,1
"20784","raisedagents",1,0,0,0,1
"20785","raisetwo",1,0,0,0,1
"20786","raisingthe",1,0,0,0,1
"20787","rake",1,0,0,0,1
"20788","rakes",0,0,1,0,1
"20789","raking",0,1,0,0,1
"20790","ralph",1,0,0,0,1
"20791","ram",1,0,0,0,1
"20792","ramifications",0,1,0,0,1
"20793","rampant",1,0,0,0,1
"20794","ramsey",0,1,0,0,1
"20795","ranged",0,1,0,0,1
"20796","ranthe",1,0,0,0,1
"20797","ranting",0,0,1,0,1
"20798","rapacity",0,1,0,0,1
"20799","rapidcurrent",1,0,0,0,1
"20800","rapidity",1,0,0,0,1
"20801","rapt",0,1,0,0,1
"20802","rarer",0,0,1,0,1
"20803","rascally",1,0,0,0,1
"20804","rascals",0,1,0,0,1
"20805","rascalsnow",1,0,0,0,1
"20806","rash",1,0,0,0,1
"20807","rashness",0,1,0,0,1
"20808","ratehe",1,0,0,0,1
"20809","rateoff",1,0,0,0,1
"20810","rations",1,0,0,0,1
"20811","rattle",0,1,0,0,1
"20812","rattles",0,1,0,0,1
"20813","rattling",0,0,1,0,1
"20814","rauselear",1,0,0,0,1
"20815","raving",0,0,1,0,1
"20816","reachedchestnut",1,0,0,0,1
"20817","reachedharrisburgh",1,0,0,0,1
"20818","reachedme",1,0,0,0,1
"20819","reachedpittsfield",1,0,0,0,1
"20820","reaches",0,1,0,0,1
"20821","reachinghome",1,0,0,0,1
"20822","reachingthe",1,0,0,0,1
"20823","reachit",1,0,0,0,1
"20824","reachme",1,0,0,0,1
"20825","reachthe",1,0,0,0,1
"20826","readagain",1,0,0,0,1
"20827","readerof",1,0,0,0,1
"20828","readilycomplied",1,0,0,0,1
"20829","readilyhave",1,0,0,0,1
"20830","readingand",1,0,0,0,1
"20831","reads",0,0,1,0,1
"20832","readville",1,0,0,0,1
"20833","realgentlemen",1,0,0,0,1
"20834","reality.our",1,0,0,0,1
"20835","realityhad",1,0,0,0,1
"20836","realization",1,0,0,0,1
"20837","reallyin",1,0,0,0,1
"20838","reallymade",1,0,0,0,1
"20839","reaped",1,0,0,0,1
"20840","reaping",0,1,0,0,1
"20841","rears",1,0,0,0,1
"20842","reasonedfurther",1,0,0,0,1
"20843","reasonfor",1,0,0,0,1
"20844","rebellion.do",1,0,0,0,1
"20845","rebellionfor",1,0,0,0,1
"20846","rebellionhad",1,0,0,0,1
"20847","rebellionof",1,0,0,0,1
"20848","rebellionwithout",1,0,0,0,1
"20849","rebelsagainst",1,0,0,0,1
"20850","rebelsthemselves",1,0,0,0,1
"20851","rebuffs",1,0,0,0,1
"20852","rebuked",1,0,0,0,1
"20853","rebukes",0,1,0,0,1
"20854","recalling",1,0,0,0,1
"20855","recapitulates",0,1,0,0,1
"20856","recapitulatesthe",1,0,0,0,1
"20857","recapture.in",1,0,0,0,1
"20858","recaptureme",1,0,0,0,1
"20859","recapturing",1,0,0,0,1
"20860","receide",0,0,0,1,1
"20861","receivea",1,0,0,0,1
"20862","receivedinformation",1,0,0,0,1
"20863","receivedone",1,0,0,0,1
"20864","receiveus",1,0,0,0,1
