"","word","Volume 2 (1843-1858)","Volume 7 (1863-1865)","sum_word_counts"
"7820","o'conner",1,0,1
"7821","o'er",1,0,1
"7822","o'neill",0,1,1
"7823","oats",1,0,1
"7824","ob't",1,0,1
"7825","objecting",0,1,1
"7826","objectionable",1,0,1
"7827","obliges",0,1,1
"7828","obliterated",1,0,1
"7829","obscure",1,0,1
"7830","observance",0,1,1
"7831","obsolete",1,0,1
"7832","obstacles",0,1,1
"7833","obstinacy",1,0,1
"7834","obstinate",0,1,1
"7835","obstructing",0,1,1
"7836","obt",1,0,1
"7837","obtrude",0,1,1
"7838","obtruding",1,0,1
"7839","obtrusive",1,0,1
"7840","obviated",1,0,1
"7841","obviates",1,0,1
"7842","occasionally",1,0,1
"7843","oceans",0,1,1
"7844","ocracoke",0,1,1
"7845","odd",1,0,1
"7846","offences",0,1,1
"7847","offend",1,0,1
"7848","offenders",0,1,1
"7849","officiating",0,1,1
"7850","officio",1,0,1
"7851","ogden",0,1,1
"7852","olustee",0,1,1
"7853","olympia",0,1,1
"7854","one's",1,0,1
"7855","onerous",0,1,1
"7856","onions",1,0,1
"7857","onset",1,0,1
"7858","operated",1,0,1
"7859","operates",1,0,1
"7860","oppress",1,0,1
"7861","oppressive",1,0,1
"7862","opprobrium",1,0,1
"7863","orally",0,1,1
"7864","oration",1,0,1
"7865","ordains",0,1,1
"7866","ordinances",0,1,1
"7867","ordnance",0,1,1
"7868","organ",0,1,1
"7869","organizing",1,0,1
"7870","oriental",0,1,1
"7871","originality",1,0,1
"7872","originating",1,0,1
"7873","ornament",1,0,1
"7874","orphan",0,1,1
"7875","ostensible",1,0,1
"7876","outcome",1,0,1
"7877","outgoing",1,0,1
"7878","outlay",0,1,1
"7879","outlying",0,1,1
"7880","outmanage",1,0,1
"7881","outposts",1,0,1
"7882","outrage",1,0,1
"7883","outrunning",1,0,1
"7884","outset",1,0,1
"7885","outspreading",1,0,1
"7886","outvaded",1,0,1
"7887","overawe",1,0,1
"7888","overbalancing",1,0,1
"7889","overbon",1,0,1
"7890","overborne",0,1,1
"7891","overcome",0,1,1
"7892","overcrowded",0,1,1
"7893","overflowed",0,1,1
"7894","overland",0,1,1
"7895","overlook",1,0,1
"7896","overmastering",1,0,1
"7897","overpayments",1,0,1
"7898","overpower",1,0,1
"7899","overpowered",0,1,1
"7900","overran",1,0,1
"7901","overreach",1,0,1
"7902","overrun",0,1,1
"7903","overthrowing",0,1,1
"7904","overtures",0,1,1
"7905","overwhelmed",1,0,1
"7906","owed",1,0,1
"7907","oxen",1,0,1
"7908","oyster",1,0,1
"7909","p.o",1,0,1
"7910","pace",1,0,1
"7911","pacification",0,1,1
"7912","pacificator",1,0,1
"7913","package",1,0,1
"7914","pains",1,0,1
"7915","painting",1,0,1
"7916","pair",1,0,1
"7917","palestine",1,0,1
"7918","palliation",1,0,1
"7919","pangs",1,0,1
"7920","pantaloons",1,0,1
"7921","par",1,0,1
"7922","paradox",1,0,1
"7923","paragraphs",1,0,1
"7924","paraguay",0,1,1
"7925","paralyze",0,1,1
"7926","paralyzed",0,1,1
"7927","paralyzing",0,1,1
"7928","paraphrases",1,0,1
"7929","parceled",0,1,1
"7930","parcels",1,0,1
"7931","parched",1,0,1
"7932","parent",1,0,1
"7933","parents",1,0,1
"7934","parole",0,1,1
"7935","participate",0,1,1
"7936","partisans",1,0,1
"7937","partners",1,0,1
"7938","partnership",1,0,1
"7939","pasha",0,1,1
"7940","passengers",1,0,1
"7941","passports",1,0,1
"7942","pasted",0,1,1
"7943","pastime",1,0,1
"7944","pastor",0,1,1
"7945","pat",1,0,1
"7946","pates",0,1,1
"7947","path",1,0,1
"7948","pathetic",1,0,1
"7949","pathos",1,0,1
"7950","paths",1,0,1
"7951","patience",1,0,1
"7952","patrick",1,0,1
"7953","patronize",1,0,1
"7954","patronized",0,1,1
"7955","paul",1,0,1
"7956","paw",1,0,1
"7957","paymaster",0,1,1
"7958","payor",1,0,1
"7959","peaceably",0,1,1
"7960","pearl",0,1,1
"7961","peculiarities",0,1,1
"7962","peculiarity",1,0,1
"7963","peculiarly",0,1,1
"7964","pedlar",1,0,1
"7965","pen",1,0,1
"7966","penalty",1,0,1
"7967","pencil",0,1,1
"7968","penetrate",1,0,1
"7969","peninsula",0,1,1
"7970","penitent",0,1,1
"7971","penitential",0,1,1
"7972","penitentiary",0,1,1
"7973","penn",0,1,1
"7974","penniless",0,1,1
"7975","penrose",0,1,1
"7976","pens",1,0,1
"7977","pensive",1,0,1
"7978","perceiving",1,0,1
"7979","perchance",1,0,1
"7980","percussion",0,1,1
"7981","peremptory",0,1,1
"7982","performances",0,1,1
"7983","performing",0,1,1
"7984","periodically",0,1,1
"7985","perished",1,0,1
"7986","permitting",1,0,1
"7987","pernicious",0,1,1
"7988","perpetuated",0,1,1
"7989","perpetuating",1,0,1
"7990","perry",0,1,1
"7991","perryman",0,1,1
"7992","persevered",1,0,1
"7993","perseveringly",1,0,1
"7994","persistent",1,0,1
"7995","personification",1,0,1
"7996","persuading",0,1,1
"7997","persuasion",1,0,1
"7998","pertain",0,1,1
"7999","pertains",1,0,1
"8000","pervades",1,0,1
"8001","perverse",0,1,1
"8002","petty",1,0,1
"8003","peyton",0,1,1
"8004","pharaoh's",1,0,1
"8005","philanthropic",1,0,1
"8006","philanthropy",1,0,1
"8007","philippics",1,0,1
"8008","philosophic",1,0,1
"8009","picked",0,1,1
"8010","picker",0,1,1
"8011","picture",0,1,1
"8012","pierce",1,0,1
"8013","piercing",1,0,1
"8014","pike",1,0,1
"8015","pikes",0,1,1
"8016","piled",0,1,1
"8017","pinch",1,0,1
"8018","pious",0,1,1
"8019","pistols",0,1,1
"8020","pitchfork",1,0,1
"8021","pittsburg",0,1,1
"8022","pity",0,1,1
"8023","plagues",1,0,1
"8024","plaid",0,1,1
"8025","plainest",1,0,1
"8026","plains",1,0,1
"8027","plaintiffs",1,0,1
"8028","plaintively",1,0,1
"8029","planks",0,1,1
"8030","planned",0,1,1
"8031","plantations",0,1,1
"8032","platforms",1,0,1
"8033","plausibility",1,0,1
"8034","plausible",1,0,1
"8035","playful",1,0,1
"8036","playing",0,1,1
"8037","playmates",1,0,1
"8038","pleaded",1,0,1
"8039","pleading",1,0,1
"8040","plowing",1,0,1
"8041","plunged",1,0,1
"8042","pocket",1,0,1
"8043","poet",1,0,1
"8044","poets",0,1,1
"8045","pointedly",1,0,1
"8046","poisoned",1,0,1
"8047","poisoning",1,0,1
"8048","poles",1,0,1
"8049","poll",1,0,1
"8050","ponder",1,0,1
"8051","pope's",0,1,1
"8052","popularity",1,0,1
"8053","portland",0,1,1
"8054","possessing",1,0,1
"8055","posterity",0,1,1
"8056","postponements",1,0,1
"8057","pot",1,0,1
"8058","pour",1,0,1
"8059","powder",0,1,1
"8060","practicability",1,0,1
"8061","practiced",0,1,1
"8062","practised",1,0,1
"8063","praying",0,1,1
"8064","pre",1,0,1
"8065","preacher",1,0,1
"8066","precautionary",0,1,1
"8067","precincts",0,1,1
"8068","precludes",1,0,1
"8069","prediction",0,1,1
"8070","predictions",0,1,1
"8071","predominant",1,0,1
"8072","preferable",1,0,1
"8073","preliminaries",0,1,1
"8074","prelimited",1,0,1
"8075","premature",0,1,1
"8076","preponderance",1,0,1
"8077","preponderating",0,1,1
"8078","prepossessed",1,0,1
"8079","prescribes",1,0,1
"8080","preserving",0,1,1
"8081","presided",1,0,1
"8082","presiding",1,0,1
"8083","presumption",0,1,1
"8084","pretending",1,0,1
"8085","pretensions",1,0,1
"8086","pretexts",1,0,1
"8087","prevailing",0,1,1
"8088","prevails",0,1,1
"8089","prevention",1,0,1
"8090","pricked",1,0,1
"8091","priest",1,0,1
"8092","priests",1,0,1
"8093","prime",1,0,1
"8094","prince",1,0,1
"8095","principally",1,0,1
"8096","printing",0,1,1
"8097","priority",1,0,1
"8098","privately",1,0,1
"8099","prizes",0,1,1
"8100","probate",1,0,1
"8101","problematical",1,0,1
"8102","procedure",1,0,1
"8103","processes",0,1,1
"8104","procession",1,0,1
"8105","procured",0,1,1
"8106","produces",1,0,1
"8107","productions",1,0,1
"8108","profess",1,0,1
"8109","professional",1,0,1
"8110","professor",0,1,1
"8111","proffered",0,1,1
"8112","profited",1,0,1
"8113","progressing",1,0,1
"8114","progressive",1,0,1
"8115","prohibitory",1,0,1
"8116","prohibits",1,0,1
"8117","projector",1,0,1
"8118","prolong",0,1,1
"8119","prom",1,0,1
"8120","promoted",1,0,1
"8121","promotion",0,1,1
"8122","promotions",0,1,1
"8123","promotive",0,1,1
"8124","prompted",0,1,1
"8125","proneness",1,0,1
"8126","pronounced",1,0,1
"8127","proportionably",1,0,1
"8128","proportional",0,1,1
"8129","proportionally",1,0,1
"8130","proportionate",1,0,1
"8131","proportions",0,1,1
"8132","proposes",0,1,1
"8133","propounded",0,1,1
"8134","proselyte",0,1,1
"8135","prostituted",1,0,1
"8136","protestations",1,0,1
"8137","proven",1,0,1
"8138","province",1,0,1
"8139","provocation",0,1,1
"8140","provoke",1,0,1
"8141","provoked",0,1,1
"8142","prussia",0,1,1
"8143","prussian",0,1,1
"8144","prying",1,0,1
"8145","pryor",0,1,1
"8146","psalmist's",0,1,1
"8147","publications",0,1,1
"8148","publisher",1,0,1
"8149","publishing",0,1,1
"8150","puget",0,1,1
"8151","pull",0,1,1
"8152","pulleys",1,0,1
"8153","pulpits",1,0,1
"8154","pump",1,0,1
"8155","punctually",0,1,1
"8156","puny",1,0,1
"8157","purchaser",0,1,1
"8158","purchases",1,0,1
"8159","purest",1,0,1
"8160","purple",1,0,1
"8161","purported",1,0,1
"8162","purse",1,0,1
"8163","pursue",0,1,1
"8164","pursuits",0,1,1
"8165","pushing",0,1,1
"8166","putnam",1,0,1
"8167","puzzled",0,1,1
"8168","qt",0,1,1
"8169","quail",0,1,1
"8170","qualification",1,0,1
"8171","qualifications",0,1,1
"8172","qualify",1,0,1
"8173","qualities",1,0,1
"8174","quantities",0,1,1
"8175","quarterly",1,0,1
"8176","quartermaster's",0,1,1
"8177","quasi",1,0,1
"8178","queen",0,1,1
"8179","quelling",0,1,1
"8180","questionable",0,1,1
"8181","quibbling",1,0,1
"8182","quicken",0,1,1
"8183","quotation",1,0,1
"8184","quotations",1,0,1
"8185","quoting",1,0,1
"8186","radiate",1,0,1
"8187","radicalism",1,0,1
"8188","radically",1,0,1
"8189","raffle",0,1,1
"8190","rag",0,1,1
"8191","rage",1,0,1
"8192","raging",0,1,1
"8193","rags",0,1,1
"8194","raid",0,1,1
"8195","raids",1,0,1
"8196","rail",0,1,1
"8197","rails",0,1,1
"8198","rainbow",1,0,1
"8199","rainy",0,1,1
"8200","ram's",1,0,1
"8201","randolph's",1,0,1
"8202","ranged",1,0,1
"8203","ranking",0,1,1
"8204","ranney",0,1,1
"8205","ranney's",0,1,1
"8206","rarely",1,0,1
"8207","rates",0,1,1
"8208","ratifications",0,1,1
"8209","ratio",1,0,1
"8210","rational",0,1,1
"8211","ravages",0,1,1
"8212","raw",1,0,1
"8213","reaches",1,0,1
"8214","readopt",1,0,1
"8215","reaffirmed",1,0,1
"8216","reagitation",1,0,1
"8217","reality",1,0,1
"8218","realization",1,0,1
"8219","reappear",1,0,1
"8220","reappearance",1,0,1
"8221","reappointed",1,0,1
"8222","reassembled",1,0,1
"8223","reassert",1,0,1
"8224","recall",0,1,1
"8225","recalling",0,1,1
"8226","recantation",0,1,1
"8227","recanting",0,1,1
"8228","recants",0,1,1
"8229","receiver's",1,0,1
"8230","reception",0,1,1
"8231","recess",1,0,1
"8232","recharter",1,0,1
"8233","reciprocity",0,1,1
"8234","recitals",0,1,1
"8235","reckless",1,0,1
"8236","recklessness",1,0,1
"8237","reckon",1,0,1
"8238","reckoned",0,1,1
"8239","reckoning",0,1,1
"8240","reclaiming",1,0,1
"8241","recognizes",0,1,1
"8242","recollections",1,0,1
"8243","reconcile",1,0,1
"8244","recorded",1,0,1
"8245","recounted",0,1,1
"8246","recovery",1,0,1
"8247","recreant",1,0,1
"8248","recross",0,1,1
"8249","recruit",0,1,1
"8250","rectitude",1,0,1
"8251","recurring",1,0,1
"8252","reddick",1,0,1
"8253","redeemed",0,1,1
"8254","redounds",0,1,1
"8255","reelected",1,0,1
"8256","reeled",1,0,1
"8257","reestablish",0,1,1
"8258","references",1,0,1
"8259","refresh",1,0,1
"8260","refusals",0,1,1
"8261","refuses",0,1,1
"8262","refute",1,0,1
"8263","regenerated",0,1,1
"8264","regimental",0,1,1
"8265","registry",0,1,1
"8266","regrets",1,0,1
"8267","regretted",1,0,1
"8268","regulars",1,0,1
"8269","regulated",0,1,1
"8270","regulating",1,0,1
"8271","reigns",1,0,1
"8272","reimbursed",0,1,1
"8273","reimbursement",0,1,1
"8274","reinaugurated",0,1,1
"8275","reinauguration",0,1,1
"8276","reinforcements",0,1,1
"8277","reinhardt",1,0,1
"8278","reinstatement",0,1,1
"8279","reinvigorate",0,1,1
"8280","reiterated",0,1,1
"8281","reiterates",0,1,1
"8282","rejoice",1,0,1
"8283","relationship",0,1,1
"8284","relaxation",0,1,1
"8285","releasing",1,0,1
"8286","relevancy",1,0,1
"8287","reliant",0,1,1
"8288","relieved",0,1,1
"8289","religions",1,0,1
"8290","relinquished",0,1,1
"8291","relish",1,0,1
"8292","reluctant",1,0,1
"8293","remarkably",0,1,1
"8294","remembers",1,0,1
"8295","reminded",0,1,1
"8296","reminder",1,0,1
"8297","reminding",0,1,1
"8298","remission",0,1,1
"8299","remissions",0,1,1
"8300","remitting",1,0,1
"8301","remodeled",0,1,1
"8302","remodeling",0,1,1
"8303","remorselessly",1,0,1
"8304","remote",1,0,1
"8305","remuneration",1,0,1
"8306","rend",0,1,1
"8307","renshaw",0,1,1
"8308","rented",1,0,1
"8309","reopen",1,0,1
"8310","reorganization",0,1,1
"8311","repairs",1,0,1
"8312","repelling",0,1,1
"8313","repent",0,1,1
"8314","replace",0,1,1
"8315","replenishing",0,1,1
"8316","repository",1,0,1
"8317","representations",0,1,1
"8318","representing",0,1,1
"8319","reprieve",1,0,1
"8320","reprieves",0,1,1
"8321","reprisals",1,0,1
"8322","reproached",1,0,1
"8323","reptile",1,0,1
"8324","republic's",1,0,1
"8325","republicanism",1,0,1
"8326","republics",0,1,1
"8327","repudiate",1,0,1
"8328","repudiation",1,0,1
"8329","repurify",1,0,1
"8330","reputation",1,0,1
"8331","requirement",0,1,1
"8332","reread",1,0,1
"8333","rescind",1,0,1
"8334","rescinding",1,0,1
"8335","resemblance",1,0,1
"8336","resembling",1,0,1
"8337","resent",1,0,1
"8338","resentment",1,0,1
"8339","reserves",0,1,1
"8340","resign",0,1,1
"8341","resolutely",0,1,1
"8342","resolving",1,0,1
"8343","resorting",0,1,1
"8344","respectability",0,1,1
"8345","respectable",1,0,1
"8346","respectful",1,0,1
"8347","responding",0,1,1
"8348","rested",1,0,1
"8349","resting",0,1,1
"8350","restitution",0,1,1
"8351","restraining",0,1,1
"8352","restrictions",0,1,1
"8353","retainer",1,0,1
"8354","retaining",0,1,1
"8355","retaliates",1,0,1
"8356","reticency",0,1,1
"8357","retires",1,0,1
"8358","retrograde",1,0,1
"8359","reunite",0,1,1
"8360","revenge",1,0,1
"8361","revenged",0,1,1
"8362","revered",1,0,1
"8363","reverend",0,1,1
"8364","reverses",0,1,1
"8365","reviewed",0,1,1
"8366","reviewing",1,0,1
"8367","revise",0,1,1
"8368","revision",0,1,1
"8369","revisited",1,0,1
"8370","revive",0,1,1
"8371","reviving",1,0,1
"8372","revocation",0,1,1
"8373","revoking",1,0,1
"8374","revolt",0,1,1
"8375","rewards",0,1,1
"8376","rewritten",1,0,1
"8377","rhett",1,0,1
"8378","richardson's",1,0,1
"8379","richly",0,1,1
"8380","ricketts",0,1,1
"8381","ridden",1,0,1
"8382","riding",0,1,1
"8383","rifle",1,0,1
"8384","rigid",0,1,1
"8385","rigorous",0,1,1
"8386","riley",0,1,1
"8387","ring",1,0,1
"8388","ringing",1,0,1
"8389","riot",1,0,1
"8390","ripe",1,0,1
"8391","ripen",0,1,1
"8392","rises",1,0,1
"8393","risked",0,1,1
"8394","rob't",1,0,1
"8395","robe",1,0,1
"8396","rockville",0,1,1
"8397","rockwell",1,0,1
"8398","roger",0,1,1
"8399","rogersville",0,1,1
"8400","roll",0,1,1
"8401","rollick",1,0,1
"8402","rolling",1,0,1
"8403","roman",1,0,1
"8404","rooted",0,1,1
"8405","rooting",1,0,1
"8406","rope",0,1,1
"8407","ropes",1,0,1
"8408","rosette",1,0,1
"8409","ross",1,0,1
"8410","rotten",1,0,1
"8411","rotting",1,0,1
"8412","rousing",0,1,1
"8413","routed",0,1,1
"8414","royally",1,0,1
"8415","rubbish",1,0,1
"8416","rudder",1,0,1
"8417","rude",1,0,1
"8418","ruins",1,0,1
"8419","ruled",0,1,1
"8420","ruling",1,0,1
"8421","rumpus",0,1,1
"8422","runaway",1,0,1
"8423","rushing",1,0,1
"8424","rushville",1,0,1
"8425","rusk",1,0,1
"8426","russell",0,1,1
"8427","sabbath",0,1,1
"8428","sabine",1,0,1
"8429","sacked",0,1,1
"8430","sacramento",0,1,1
"8431","sacrificing",0,1,1
"8432","sad",1,0,1
"8433","saddled",1,0,1
"8434","saddles",0,1,1
"8435","safeguards",1,0,1
"8436","sagacious",1,0,1
"8437","sagacity",0,1,1
"8438","sage",1,0,1
"8439","sail",0,1,1
"8440","sailing",0,1,1
"8441","sailor",1,0,1
"8442","sakes",1,0,1
"8443","salaries",0,1,1
"8444","salle",0,1,1
"8445","saloons",0,1,1
"8446","saltpeter",0,1,1
"8447","salvador",0,1,1
"8448","sanctifying",0,1,1
"8449","sandal",0,1,1
"8450","sanders",0,1,1
"8451","sanderson",0,1,1
"8452","sanford",1,0,1
"8453","sank",1,0,1
"8454","sarah",0,1,1
"8455","sarcasm",1,0,1
"8456","sargent",1,0,1
"8457","satisfying",0,1,1
"8458","savage",0,1,1
"8459","savers",1,0,1
"8460","saves",0,1,1
"8461","saviour",0,1,1
"8462","savoring",1,0,1
"8463","scanned",1,0,1
"8464","scapegoat",0,1,1
"8465","scare",1,0,1
"8466","scathed",1,0,1
"8467","scathing",1,0,1
"8468","scattering",1,0,1
"8469","scenes",1,0,1
"8470","schenck's",0,1,1
"8471","schenek",0,1,1
"8472","schenek's",0,1,1
"8473","schenk",0,1,1
"8474","scherick's",0,1,1
"8475","schism",0,1,1
"8476","schley",0,1,1
"8477","scope",0,1,1
"8478","scotch",1,0,1
"8479","scourge",0,1,1
"8480","scouted",1,0,1
"8481","scratch",1,0,1
"8482","screechers",1,0,1
"8483","screen",0,1,1
"8484","scrip",0,1,1
"8485","scruples",1,0,1
"8486","scrutiny",1,0,1
"8487","scythe",1,0,1
"8488","seaman",0,1,1
"8489","searched",1,0,1
"8490","searching",1,0,1
"8491","seated",1,0,1
"8492","sec'y",1,0,1
"8493","secessionist",0,1,1
"8494","secretly",1,0,1
"8495","seif",1,0,1
"8496","seized",0,1,1
"8497","seldom",1,0,1
"8498","selects",1,0,1
"8499","selfishness",1,0,1
"8500","seller",1,0,1
"8501","senor",0,1,1
"8502","sentinel",0,1,1
"8503","separately",1,0,1
"8504","separating",0,1,1
"8505","sergeant",1,0,1
"8506","seriousness",1,0,1
"8507","serpent's",1,0,1
"8508","servers",0,1,1
"8509","serves",0,1,1
"8510","servile",0,1,1
"8511","settler",0,1,1
"8512","seventeenth",0,1,1
"8513","sever",1,0,1
"8514","severally",0,1,1
"8515","severance",0,1,1
"8516","shackled",1,0,1
"8517","shackles",1,0,1
"8518","shades",1,0,1
"8519","shakes",1,0,1
"8520","shakespeare",1,0,1
"8521","shamed",1,0,1
"8522","shannon",1,0,1
"8523","shaping",0,1,1
"8524","shared",1,0,1
"8525","sharp",0,1,1
"8526","sharper",1,0,1
"8527","sheal'd",1,0,1
"8528","sheep's",0,1,1
"8529","sheer",1,0,1
"8530","sheerest",1,0,1
"8531","sheets",0,1,1
"8532","shelled",1,0,1
"8533","sheltering",1,0,1
"8534","shenck",0,1,1
"8535","sheriff",1,0,1
"8536","shield",1,0,1
"8537","shieldsboro",0,1,1
"8538","shining",1,0,1
"8539","shiploads",1,0,1
"8540","shipment",0,1,1
"8541","shipping",1,0,1
"8542","shipwreck",0,1,1
"8543","shirked",0,1,1
"8544","shiver",1,0,1
"8545","shoals",1,0,1
"8546","shoats",1,0,1
"8547","shock",1,0,1
"8548","shocks",1,0,1
"8549","shone",1,0,1
"8550","shook",1,0,1
"8551","shooters",1,0,1
"8552","shops",0,1,1
"8553","shorn",1,0,1
"8554","shorter",1,0,1
"8555","shortest",0,1,1
"8556","shortly",1,0,1
"8557","shouting",1,0,1
"8558","showers",1,0,1
"8559","shrewd",1,0,1
"8560","shriek",0,1,1
"8561","shriekers",1,0,1
"8562","shrieks",1,0,1
"8563","shuffled",1,0,1
"8564","shutting",0,1,1
"8565","siamese",1,0,1
"8566","sic",0,1,1
"8567","sickly",0,1,1
"8568","sideways",1,0,1
"8569","sieges",0,1,1
"8570","sierra",0,1,1
"8571","sigel",0,1,1
"8572","sigh",1,0,1
"8573","sighted",1,0,1
"8574","signalized",0,1,1
"8575","signify",0,1,1
"8576","silas",1,0,1
"8577","silenced",0,1,1
"8578","simplicity",1,0,1
"8579","simultaneously",1,0,1
"8580","sin",1,0,1
"8581","sincerest",0,1,1
"8582","sing",1,0,1
"8583","singularly",1,0,1
"8584","sins",0,1,1
"8585","sister",0,1,1
"8586","sisters",0,1,1
"8587","sitana",0,1,1
"8588","site",1,0,1
"8589","skilled",1,0,1
"8590","skulk",1,0,1
"8591","slacken",1,0,1
"8592","slander",1,0,1
"8593","slaughtered",1,0,1
"8594","slavedealer",1,0,1
"8595","sledge",1,0,1
"8596","sleep",1,0,1
"8597","sleeping",0,1,1
"8598","slidell",0,1,1
"8599","sliding",1,0,1
"8600","slim",1,0,1
"8601","slipped",1,0,1
"8602","slow",1,0,1
"8603","slower",1,0,1
"8604","slowest",1,0,1
"8605","sly",1,0,1
"8606","smart",1,0,1
"8607","smarter",1,0,1
"8608","smashing",0,1,1
"8609","smell",1,0,1
"8610","smoking",1,0,1
"8611","smother",1,0,1
"8612","snag",1,0,1
"8613","snaky",1,0,1
"8614","snatches",1,0,1
"8615","snead",0,1,1
"8616","sneaking",1,0,1
"8617","sneered",1,0,1
"8618","snodgrass",0,1,1
"8619","snowball",1,0,1
"8620","sobriquet",1,0,1
"8621","socially",1,0,1
"8622","sock",0,1,1
"8623","soft",1,0,1
"8624","soften",0,1,1
"8625","soiled",1,0,1
"8626","sojourn",0,1,1
"8627","solicitation",1,0,1
"8628","solicited",1,0,1
"8629","solicitous",1,0,1
"8630","solicitude",0,1,1
"8631","solitude",1,0,1
"8632","solvable",1,0,1
"8633","solvent",1,0,1
"8634","somerset",1,0,1
"8635","son's",0,1,1
"8636","song",1,0,1
"8637","soothed",1,0,1
"8638","soothing",1,0,1
"8639","soothingly",1,0,1
"8640","sophisms",1,0,1
"8641","sophistry",1,0,1
"8642","sore",1,0,1
"8643","sorghum",0,1,1
"8644","sorrow",0,1,1
"8645","sorrowing",1,0,1
"8646","soul",1,0,1
"8647","souls",1,0,1
"8648","sounded",1,0,1
"8649","southeast",1,0,1
"8650","southeastward",0,1,1
"8651","southerners",1,0,1
"8652","southside",0,1,1
"8653","sows",1,0,1
"8654","span",1,0,1
"8655","spanish",0,1,1
"8656","spare",1,0,1
"8657","spared",1,0,1
"8658","sparkling",1,0,1
"8659","sparrow",1,0,1
"8660","spars",1,0,1
"8661","sparse",0,1,1
"8662","speakership",1,0,1
"8663","speaks",1,0,1
"8664","specie",1,0,1
"8665","species",1,0,1
"8666","specimens",1,0,1
"8667","speculating",1,0,1
"8668","speculation",1,0,1
"8669","sped",1,0,1
"8670","spheres",1,0,1
"8671","spies",0,1,1
"8672","spilled",0,1,1
"8673","spirited",0,1,1
"8674","spirits",1,0,1
"8675","split",1,0,1
"8676","splitting",1,0,1
"8677","spots",1,0,1
"8678","spotswood",0,1,1
"8679","spotted",1,0,1
"8680","sprang",1,0,1
"8681","spreading",1,0,1
"8682","springs",1,0,1
"8683","sprung",1,0,1
"8684","spurious",0,1,1
"8685","spurn",0,1,1
"8686","squabble",1,0,1
"8687","squadrons",0,1,1
"8688","squelched",1,0,1
"8689","squirming",1,0,1
"8690","stab",0,1,1
"8691","stability",1,0,1
"8692","stage",1,0,1
"8693","stages",1,0,1
"8694","staid",0,1,1
"8695","stanbery",0,1,1
"8696","standpoint",0,1,1
"8697","standpoints",0,1,1
"8698","staple",1,0,1
"8699","star",0,1,1
"8700","stares",1,0,1
"8701","stars",1,0,1
"8702","stationary",0,1,1
"8703","statistical",1,0,1
"8704","stave",1,0,1
"8705","stayed",0,1,1
"8706","stead",1,0,1
"8707","steal",1,0,1
"8708","steamships",0,1,1
"8709","sterhaus",0,1,1
"8710","sterling",1,0,1
"8711","stewart",0,1,1
"8712","stick",1,0,1
"8713","sticking",1,0,1
"8714","stigmatize",1,0,1
"8715","stiliman's",1,0,1
"8716","stilled",1,0,1
